,gridCell.minX,gridCell.minY,gridCell.size,statistics.DebrisMaskArea,statistics.GlacierMaskArea,statistics.afterGlacierMask,statistics.meanElevationDifference,statistics.pointsWithinDebrisMask,statistics.result_avgX,statistics.result_avgY,statistics.result_count_2010,statistics.result_count_2011,statistics.result_count_2012,statistics.result_count_2013,statistics.result_count_2014,statistics.result_count_2015,statistics.result_count_2016,statistics.result_count_2017,statistics.result_count_2018,statistics.result_count_2019,statistics.result_offsetX,statistics.result_offsetY,statistics.result_refDifference_2010,statistics.result_refDifference_2011,statistics.result_refDifference_2012,statistics.result_refDifference_2013,statistics.result_refDifference_2014,statistics.result_refDifference_2015,statistics.result_refDifference_2016,statistics.result_refDifference_2017,statistics.result_refDifference_2018,statistics.result_refDifference_2019,statistics.result_total,statistics.tdx2_filtered,statistics.tdx_filtered,timeseries.dates,timeseries.averages
31,-1000000,-100000,100000,96.843373044053,480.89268496425467,11343,0.05145604748356207,2518,-932756.2936110017,-58793.214910451316,416,1609,1670,1280,1090,1812,767,884,1380,435,17243.70638899831,891206.7850895487,4.296277599849407,0.15168188965045323,-0.6003434791005491,-1.218623115211668,2.168604882662051,-0.06008686912750507,1.7573137838743578,-0.8529753327723945,-0.9495268008818037,-0.9738273698771803,11343,,58957.0,"[datetime.datetime(2010, 11, 1, 0, 0), datetime.datetime(2011, 2, 1, 0, 0), datetime.datetime(2011, 5, 1, 0, 0), datetime.datetime(2011, 8, 1, 0, 0), datetime.datetime(2011, 11, 1, 0, 0), datetime.datetime(2012, 2, 1, 0, 0), datetime.datetime(2012, 5, 1, 0, 0), datetime.datetime(2012, 8, 1, 0, 0), datetime.datetime(2012, 11, 1, 0, 0), datetime.datetime(2013, 2, 1, 0, 0), datetime.datetime(2013, 5, 1, 0, 0), datetime.datetime(2013, 8, 1, 0, 0), datetime.datetime(2013, 11, 1, 0, 0), datetime.datetime(2014, 2, 1, 0, 0), datetime.datetime(2014, 5, 1, 0, 0), datetime.datetime(2014, 8, 1, 0, 0), datetime.datetime(2014, 11, 1, 0, 0), datetime.datetime(2015, 2, 1, 0, 0), datetime.datetime(2015, 5, 1, 0, 0), datetime.datetime(2015, 8, 1, 0, 0), datetime.datetime(2015, 11, 1, 0, 0), datetime.datetime(2016, 2, 1, 0, 0), datetime.datetime(2016, 5, 1, 0, 0), datetime.datetime(2016, 8, 1, 0, 0), datetime.datetime(2016, 11, 1, 0, 0), datetime.datetime(2017, 2, 1, 0, 0), datetime.datetime(2017, 5, 1, 0, 0), datetime.datetime(2017, 8, 1, 0, 0), datetime.datetime(2017, 11, 1, 0, 0), datetime.datetime(2018, 2, 1, 0, 0), datetime.datetime(2018, 5, 1, 0, 0), datetime.datetime(2018, 8, 1, 0, 0), datetime.datetime(2018, 11, 1, 0, 0)]","[-6.87744724298292, -6.204807620049278, 6.725788111927529, -5.7637013522149445, 2.246396527021929, 1.3221985525071749, -3.1783507092860774, -0.042897033385747366, 4.953364561227609, 3.5776524622790697, -0.816131300662991, -8.409845692939617, 0.15362667676247888, 0.625677357135487, 4.499068773213956, -1.4160437236678827, 3.979567608793945, -1.8771769806942447, 1.4750118229392004, 0.19065529047017613, -0.21987465989737598, 1.8519367648890996, 3.30083170055261, 3.2105366030849627, -2.3851697544144863, -6.631151876728802, 0.5401675342083646, -3.629719905928254, 7.2194593507333495, 2.2735143641861244, -3.1360090194228856, -9.921323561022056, -6.700404759132127]"
32,-1000000,0,100000,111.10648268637566,815.8431507454699,4911,1.3778256148222972,1979,-938057.3836545915,83814.85013068744,138,358,739,616,595,508,985,456,422,94,11942.616345408489,1033814.8501306875,-8.311021378941536,-0.2831531114676453,3.935716592243102,-0.4694165977781303,3.2361173310242957,-1.4191606330137312,3.7870678507931625,-1.510272482874195,4.916923552873142,-9.84700116368354,4911,,129904.0,"[datetime.datetime(2010, 11, 1, 0, 0), datetime.datetime(2011, 2, 1, 0, 0), datetime.datetime(2011, 5, 1, 0, 0), datetime.datetime(2011, 8, 1, 0, 0), datetime.datetime(2011, 11, 1, 0, 0), datetime.datetime(2012, 2, 1, 0, 0), datetime.datetime(2012, 5, 1, 0, 0), datetime.datetime(2012, 8, 1, 0, 0), datetime.datetime(2012, 11, 1, 0, 0), datetime.datetime(2013, 2, 1, 0, 0), datetime.datetime(2013, 5, 1, 0, 0), datetime.datetime(2013, 8, 1, 0, 0), datetime.datetime(2013, 11, 1, 0, 0), datetime.datetime(2014, 2, 1, 0, 0), datetime.datetime(2014, 5, 1, 0, 0), datetime.datetime(2014, 8, 1, 0, 0), datetime.datetime(2014, 11, 1, 0, 0), datetime.datetime(2015, 2, 1, 0, 0), datetime.datetime(2015, 5, 1, 0, 0), datetime.datetime(2015, 8, 1, 0, 0), datetime.datetime(2015, 11, 1, 0, 0), datetime.datetime(2016, 2, 1, 0, 0), datetime.datetime(2016, 5, 1, 0, 0), datetime.datetime(2016, 8, 1, 0, 0), datetime.datetime(2016, 11, 1, 0, 0), datetime.datetime(2017, 2, 1, 0, 0), datetime.datetime(2017, 5, 1, 0, 0), datetime.datetime(2017, 8, 1, 0, 0), datetime.datetime(2017, 11, 1, 0, 0), datetime.datetime(2018, 2, 1, 0, 0), datetime.datetime(2018, 5, 1, 0, 0), datetime.datetime(2018, 8, 1, 0, 0), datetime.datetime(2018, 11, 1, 0, 0)]","[-13.35686257331466, 3.6776639013039714, -4.9081106270505, 1.2105840285452145, 1.075213696268662, nan, 10.581061708587567, -10.462941645043214, -4.722743781554622, -2.8136224955985427, 5.815621668600477, -5.761212819792198, 1.4637388015366923, 12.31282382993667, 9.911360686691792, -5.254256814941591, -11.592360985820026, 2.163118858103609, -1.1440022450681469, -5.427679333063545, 2.9573631299503313, 2.089851198405368, 6.941547011787025, -3.682255160778122, -5.116261989678151, 3.4719834714101494, -6.049606356450611, -12.993411827718784, 19.020225388067644, 4.609367956513634, 6.438096382548964, 9.83084845366747, -17.462868038138563]"
33,-1000000,100000,100000,281.52949487200306,2599.836007481781,21564,-0.29316120671135293,3062,-956126.9009260935,133810.3333300742,290,3241,3694,1855,2689,2409,2663,2193,2306,224,-6126.9009260934545,1083810.3333300743,3.6599066215764307,0.9369167928488991,-0.014675171084362984,-0.7864334588970987,0.012507868213425071,0.4313828554101355,-0.56103450499138,-0.006753059610633082,-4.068275114686439,4.066283238892287,21564,,79936.0,"[datetime.datetime(2010, 11, 1, 0, 0), datetime.datetime(2011, 2, 1, 0, 0), datetime.datetime(2011, 5, 1, 0, 0), datetime.datetime(2011, 8, 1, 0, 0), datetime.datetime(2011, 11, 1, 0, 0), datetime.datetime(2012, 2, 1, 0, 0), datetime.datetime(2012, 5, 1, 0, 0), datetime.datetime(2012, 8, 1, 0, 0), datetime.datetime(2012, 11, 1, 0, 0), datetime.datetime(2013, 2, 1, 0, 0), datetime.datetime(2013, 5, 1, 0, 0), datetime.datetime(2013, 8, 1, 0, 0), datetime.datetime(2013, 11, 1, 0, 0), datetime.datetime(2014, 2, 1, 0, 0), datetime.datetime(2014, 5, 1, 0, 0), datetime.datetime(2014, 8, 1, 0, 0), datetime.datetime(2014, 11, 1, 0, 0), datetime.datetime(2015, 2, 1, 0, 0), datetime.datetime(2015, 5, 1, 0, 0), datetime.datetime(2015, 8, 1, 0, 0), datetime.datetime(2015, 11, 1, 0, 0), datetime.datetime(2016, 2, 1, 0, 0), datetime.datetime(2016, 5, 1, 0, 0), datetime.datetime(2016, 8, 1, 0, 0), datetime.datetime(2016, 11, 1, 0, 0), datetime.datetime(2017, 2, 1, 0, 0), datetime.datetime(2017, 5, 1, 0, 0), datetime.datetime(2017, 8, 1, 0, 0), datetime.datetime(2017, 11, 1, 0, 0), datetime.datetime(2018, 2, 1, 0, 0), datetime.datetime(2018, 5, 1, 0, 0), datetime.datetime(2018, 8, 1, 0, 0), datetime.datetime(2018, 11, 1, 0, 0)]","[5.262114563769792, -5.6486288524214565, 2.403716332349657, -1.0684800150553202, 8.033090751014683, -16.76778807967518, -1.3605853264039927, 1.0928691514293012, -10.44853380749416, 1.1027640206853688, -7.072058497644369, 1.5383034715976902, 3.8900773185893645, 0.691591210678482, -0.1960991555328384, -0.970014158235341, 7.877098605319646, 5.2187563670323485, 0.8126218997063164, 0.2526915649124591, -0.9454117574103781, 8.771264782010414, -1.6946859545585196, -2.180425989014179, 2.0499860432407053, 7.077531873266065, -0.35386837530723275, -1.0311391307337014, -2.2998116168512586, -3.805513148558609, -1.5045475410824978, -7.0497624941647405, -14.70356673142628]"
34,-1000000,200000,100000,7.343144290871725,141.86836406137164,890,2.0844110765414237,61,-988357.4387389821,261951.9598249116,3,63,63,95,108,193,129,140,96,0,-38357.43873898208,1211951.9598249116,-7.232784674998887,25.980258776213304,-9.156728854947529,2.9940574930855672,4.1386013504039525,0.5277598007660061,-1.2057198696460434,-4.937616956819517,8.650875156370802,0.0,890,,216149.0,"[datetime.datetime(2010, 11, 1, 0, 0), datetime.datetime(2011, 2, 1, 0, 0), datetime.datetime(2011, 5, 1, 0, 0), datetime.datetime(2011, 8, 1, 0, 0), datetime.datetime(2011, 11, 1, 0, 0), datetime.datetime(2012, 2, 1, 0, 0), datetime.datetime(2012, 5, 1, 0, 0), datetime.datetime(2012, 8, 1, 0, 0), datetime.datetime(2012, 11, 1, 0, 0), datetime.datetime(2013, 2, 1, 0, 0), datetime.datetime(2013, 5, 1, 0, 0), datetime.datetime(2013, 8, 1, 0, 0), datetime.datetime(2013, 11, 1, 0, 0), datetime.datetime(2014, 2, 1, 0, 0), datetime.datetime(2014, 5, 1, 0, 0), datetime.datetime(2014, 8, 1, 0, 0), datetime.datetime(2014, 11, 1, 0, 0), datetime.datetime(2015, 2, 1, 0, 0), datetime.datetime(2015, 5, 1, 0, 0), datetime.datetime(2015, 8, 1, 0, 0), datetime.datetime(2015, 11, 1, 0, 0), datetime.datetime(2016, 2, 1, 0, 0), datetime.datetime(2016, 5, 1, 0, 0), datetime.datetime(2016, 8, 1, 0, 0), datetime.datetime(2016, 11, 1, 0, 0), datetime.datetime(2017, 2, 1, 0, 0), datetime.datetime(2017, 5, 1, 0, 0), datetime.datetime(2017, 8, 1, 0, 0), datetime.datetime(2017, 11, 1, 0, 0), datetime.datetime(2018, 2, 1, 0, 0), datetime.datetime(2018, 5, 1, 0, 0), datetime.datetime(2018, 8, 1, 0, 0), datetime.datetime(2018, 11, 1, 0, 0)]","[-7.232784674998887, 66.24075997712424, 50.01010515296184, -3.4195962108698814, 31.622946147500745, 2.3647205434433545, -17.72704295117345, 3.6178589150287865, nan, 27.899720231435154, -97.55137075443236, -21.670378871483642, 20.688688102582713, -11.468954513542485, -7.198726218564733, 47.048392885077774, -22.023845827429938, -5.067023492503504, 3.5232580946400316, -12.441066077228868, 0.873816920914304, -3.854364883193284, -36.44258702909423, 3.410515686272943, 5.1956024607079945, nan, 1.8381997024926202, -25.603279502538637, -20.92622732205711, 92.12965198440725, -18.0908739036642, -7.866774755289589, 39.34196493515391]"
35,-1000000,300000,100000,28.443709844858986,365.29981462373837,2087,-3.8569485863044335,414,-974981.3193193864,354161.10565054696,26,132,471,315,274,145,169,308,186,61,-24981.319319386384,1304161.105650547,-24.462202798027718,-3.4344706611078903,-5.800993231431367,0.8762682150843281,1.5784073294080405,-14.557224254094825,-8.04167840506748,-4.249344434447866,-4.344253894102924,10.66140809517471,2087,,430361.0,"[datetime.datetime(2010, 11, 1, 0, 0), datetime.datetime(2011, 2, 1, 0, 0), datetime.datetime(2011, 5, 1, 0, 0), datetime.datetime(2011, 8, 1, 0, 0), datetime.datetime(2011, 11, 1, 0, 0), datetime.datetime(2012, 2, 1, 0, 0), datetime.datetime(2012, 5, 1, 0, 0), datetime.datetime(2012, 8, 1, 0, 0), datetime.datetime(2012, 11, 1, 0, 0), datetime.datetime(2013, 2, 1, 0, 0), datetime.datetime(2013, 5, 1, 0, 0), datetime.datetime(2013, 8, 1, 0, 0), datetime.datetime(2013, 11, 1, 0, 0), datetime.datetime(2014, 2, 1, 0, 0), datetime.datetime(2014, 5, 1, 0, 0), datetime.datetime(2014, 8, 1, 0, 0), datetime.datetime(2014, 11, 1, 0, 0), datetime.datetime(2015, 2, 1, 0, 0), datetime.datetime(2015, 5, 1, 0, 0), datetime.datetime(2015, 8, 1, 0, 0), datetime.datetime(2015, 11, 1, 0, 0), datetime.datetime(2016, 2, 1, 0, 0), datetime.datetime(2016, 5, 1, 0, 0), datetime.datetime(2016, 8, 1, 0, 0), datetime.datetime(2016, 11, 1, 0, 0), datetime.datetime(2017, 2, 1, 0, 0), datetime.datetime(2017, 5, 1, 0, 0), datetime.datetime(2017, 8, 1, 0, 0), datetime.datetime(2017, 11, 1, 0, 0), datetime.datetime(2018, 2, 1, 0, 0), datetime.datetime(2018, 5, 1, 0, 0), datetime.datetime(2018, 8, 1, 0, 0), datetime.datetime(2018, 11, 1, 0, 0)]","[-24.462202798027718, nan, 0.06599235799480455, 6.2439274894152055, -15.495367346662057, 2.798983987395703, -9.51680377179697, -7.254157439206528, -12.702552007396175, 5.30154422704787, -11.817251338205606, -7.189836904679333, -5.225266116943385, -8.300849011417858, 4.259342583309823, -4.8859630458860135, -8.177851701388958, nan, -22.243757273122487, -8.668142589850245, -22.921940911802196, -6.261553080408096, -3.755057989236697, -13.055701337836545, -9.757397268395898, 4.875609322496814, -8.594112390597743, -15.482902754340785, -25.396796033457374, -17.157958166360245, -0.6385688420668441, -17.706889737862113, 12.287699045408152]"
36,-1000000,400000,100000,75.216461807273,597.0236943727875,3497,-4.369842972319888,1075,-949557.3537534481,428020.3137296581,71,550,598,265,377,341,334,250,606,105,442.64624655188527,1378020.313729658,-13.895473784772516,-2.58142729011181,-3.80401230187641,-2.754832532925449,-2.2420231725995694,-8.084001710637706,-7.307479673984701,-9.762763804849024,-1.108947953985798,-6.808079107989856,3497,,602463.0,"[datetime.datetime(2010, 11, 1, 0, 0), datetime.datetime(2011, 2, 1, 0, 0), datetime.datetime(2011, 5, 1, 0, 0), datetime.datetime(2011, 8, 1, 0, 0), datetime.datetime(2011, 11, 1, 0, 0), datetime.datetime(2012, 2, 1, 0, 0), datetime.datetime(2012, 5, 1, 0, 0), datetime.datetime(2012, 8, 1, 0, 0), datetime.datetime(2012, 11, 1, 0, 0), datetime.datetime(2013, 2, 1, 0, 0), datetime.datetime(2013, 5, 1, 0, 0), datetime.datetime(2013, 8, 1, 0, 0), datetime.datetime(2013, 11, 1, 0, 0), datetime.datetime(2014, 2, 1, 0, 0), datetime.datetime(2014, 5, 1, 0, 0), datetime.datetime(2014, 8, 1, 0, 0), datetime.datetime(2014, 11, 1, 0, 0), datetime.datetime(2015, 2, 1, 0, 0), datetime.datetime(2015, 5, 1, 0, 0), datetime.datetime(2015, 8, 1, 0, 0), datetime.datetime(2015, 11, 1, 0, 0), datetime.datetime(2016, 2, 1, 0, 0), datetime.datetime(2016, 5, 1, 0, 0), datetime.datetime(2016, 8, 1, 0, 0), datetime.datetime(2016, 11, 1, 0, 0), datetime.datetime(2017, 2, 1, 0, 0), datetime.datetime(2017, 5, 1, 0, 0), datetime.datetime(2017, 8, 1, 0, 0), datetime.datetime(2017, 11, 1, 0, 0), datetime.datetime(2018, 2, 1, 0, 0), datetime.datetime(2018, 5, 1, 0, 0), datetime.datetime(2018, 8, 1, 0, 0), datetime.datetime(2018, 11, 1, 0, 0)]","[-9.662037813854129, -8.474692215086156, -1.9373884583535208, 7.40852324497705, -16.027666742319383, -1.3794465252408796, -4.170731478555657, -6.1335995804657175, 3.8819485043585473, nan, 2.1318100310053403, -18.33886239497438, -12.06581507624437, -8.64246442432492, 1.5711690340523974, 0.2941084991866576, -8.777263946600925, -8.547842857038884, -5.703970459927482, -11.235431595356399, -13.38183439589361, -3.49800992159289, -6.563375079333418, -11.334855951659328, -1.2622090484284938, -15.181518416221595, -16.7520649268727, -23.805862394928052, 18.57148842715071, -11.23355791963685, 0.8287151566682995, -0.229759034111987, -42.22098734601429]"
37,-1000000,500000,100000,1.5068238665529696,35.21289159598424,393,-10.46339538111574,4,-930381.5700645568,518102.10196120257,0,3,16,43,23,125,15,13,111,44,19618.429935443215,1468102.1019612025,0.0,-20.4836725089602,-38.196772193232334,-39.26308899499125,-22.489349433661157,-0.9211207769067478,-17.573288529178868,43.6190521779204,-13.092218996156994,0.7041115206915989,393,,291160.0,"[datetime.datetime(2010, 11, 1, 0, 0), datetime.datetime(2011, 2, 1, 0, 0), datetime.datetime(2011, 5, 1, 0, 0), datetime.datetime(2011, 8, 1, 0, 0), datetime.datetime(2011, 11, 1, 0, 0), datetime.datetime(2012, 2, 1, 0, 0), datetime.datetime(2012, 5, 1, 0, 0), datetime.datetime(2012, 8, 1, 0, 0), datetime.datetime(2012, 11, 1, 0, 0), datetime.datetime(2013, 2, 1, 0, 0), datetime.datetime(2013, 5, 1, 0, 0), datetime.datetime(2013, 8, 1, 0, 0), datetime.datetime(2013, 11, 1, 0, 0), datetime.datetime(2014, 2, 1, 0, 0), datetime.datetime(2014, 5, 1, 0, 0), datetime.datetime(2014, 8, 1, 0, 0), datetime.datetime(2014, 11, 1, 0, 0), datetime.datetime(2015, 2, 1, 0, 0), datetime.datetime(2015, 5, 1, 0, 0), datetime.datetime(2015, 8, 1, 0, 0), datetime.datetime(2015, 11, 1, 0, 0), datetime.datetime(2016, 2, 1, 0, 0), datetime.datetime(2016, 5, 1, 0, 0), datetime.datetime(2016, 8, 1, 0, 0), datetime.datetime(2016, 11, 1, 0, 0), datetime.datetime(2017, 2, 1, 0, 0), datetime.datetime(2017, 5, 1, 0, 0), datetime.datetime(2017, 8, 1, 0, 0), datetime.datetime(2017, 11, 1, 0, 0), datetime.datetime(2018, 2, 1, 0, 0), datetime.datetime(2018, 5, 1, 0, 0), datetime.datetime(2018, 8, 1, 0, 0), datetime.datetime(2018, 11, 1, 0, 0)]","[nan, nan, nan, nan, -20.4836725089602, nan, -27.221498787568635, -1.3050199000393452, -64.01074854487918, -19.855067954872652, -49.07970838381033, -3.676675499637213, -70.86337407532011, -5.895549162730124, -40.591677001949556, nan, nan, -4.669875384429719, -1.6812745747181452, -14.670059847216594, 3.2001517237950137, 2.284440007445331, -47.359881334115165, nan, nan, nan, nan, 43.6190521779204, nan, -67.06943112924536, -9.46586443072665, -27.92124461785873, -1.8105785675065131]"
38,-1000000,600000,100000,1.669663226885681,6.587251195276828,137,-28.02724076821121,57,-953634.2938027602,673544.1498856246,13,0,28,7,0,13,53,7,16,0,-3634.293802760192,1623544.1498856246,-21.401637809392152,0.0,-45.66960330757469,3.6983053498801643,0.0,-9.79415819341536,-30.02135776350034,-15.800654746169064,-29.974333584800405,0.0,137,,344875.0,"[datetime.datetime(2010, 11, 1, 0, 0), datetime.datetime(2011, 2, 1, 0, 0), datetime.datetime(2011, 5, 1, 0, 0), datetime.datetime(2011, 8, 1, 0, 0), datetime.datetime(2011, 11, 1, 0, 0), datetime.datetime(2012, 2, 1, 0, 0), datetime.datetime(2012, 5, 1, 0, 0), datetime.datetime(2012, 8, 1, 0, 0), datetime.datetime(2012, 11, 1, 0, 0), datetime.datetime(2013, 2, 1, 0, 0), datetime.datetime(2013, 5, 1, 0, 0), datetime.datetime(2013, 8, 1, 0, 0), datetime.datetime(2013, 11, 1, 0, 0), datetime.datetime(2014, 2, 1, 0, 0), datetime.datetime(2014, 5, 1, 0, 0), datetime.datetime(2014, 8, 1, 0, 0), datetime.datetime(2014, 11, 1, 0, 0), datetime.datetime(2015, 2, 1, 0, 0), datetime.datetime(2015, 5, 1, 0, 0), datetime.datetime(2015, 8, 1, 0, 0), datetime.datetime(2015, 11, 1, 0, 0), datetime.datetime(2016, 2, 1, 0, 0), datetime.datetime(2016, 5, 1, 0, 0), datetime.datetime(2016, 8, 1, 0, 0), datetime.datetime(2016, 11, 1, 0, 0), datetime.datetime(2017, 2, 1, 0, 0), datetime.datetime(2017, 5, 1, 0, 0), datetime.datetime(2017, 8, 1, 0, 0), datetime.datetime(2017, 11, 1, 0, 0), datetime.datetime(2018, 2, 1, 0, 0), datetime.datetime(2018, 5, 1, 0, 0), datetime.datetime(2018, 8, 1, 0, 0), datetime.datetime(2018, 11, 1, 0, 0)]","[nan, nan, nan, nan, nan, nan, -47.604327943876264, -45.141951134037896, nan, nan, 3.6983053498801643, nan, nan, nan, nan, nan, nan, nan, -9.79415819341536, nan, nan, -12.20609190409182, -20.119879186080578, -71.98784969453976, nan, -15.800654746169064, nan, nan, nan, nan, -29.974333584800405, nan, nan]"
39,-1000000,700000,100000,5.701660132677833,56.24603403334925,200,-34.04699916595866,8,-911266.9193891608,725103.3722589895,0,8,37,19,30,12,39,6,41,8,38733.080610839184,1675103.3722589896,0.0,-0.9487198834834771,-18.89977799072224,-15.242271581222763,-41.0604103950523,-43.83977840602714,-42.74489857822594,-16.311322249767198,-61.86760377298234,30.808157130209565,200,,194407.0,"[datetime.datetime(2010, 11, 1, 0, 0), datetime.datetime(2011, 2, 1, 0, 0), datetime.datetime(2011, 5, 1, 0, 0), datetime.datetime(2011, 8, 1, 0, 0), datetime.datetime(2011, 11, 1, 0, 0), datetime.datetime(2012, 2, 1, 0, 0), datetime.datetime(2012, 5, 1, 0, 0), datetime.datetime(2012, 8, 1, 0, 0), datetime.datetime(2012, 11, 1, 0, 0), datetime.datetime(2013, 2, 1, 0, 0), datetime.datetime(2013, 5, 1, 0, 0), datetime.datetime(2013, 8, 1, 0, 0), datetime.datetime(2013, 11, 1, 0, 0), datetime.datetime(2014, 2, 1, 0, 0), datetime.datetime(2014, 5, 1, 0, 0), datetime.datetime(2014, 8, 1, 0, 0), datetime.datetime(2014, 11, 1, 0, 0), datetime.datetime(2015, 2, 1, 0, 0), datetime.datetime(2015, 5, 1, 0, 0), datetime.datetime(2015, 8, 1, 0, 0), datetime.datetime(2015, 11, 1, 0, 0), datetime.datetime(2016, 2, 1, 0, 0), datetime.datetime(2016, 5, 1, 0, 0), datetime.datetime(2016, 8, 1, 0, 0), datetime.datetime(2016, 11, 1, 0, 0), datetime.datetime(2017, 2, 1, 0, 0), datetime.datetime(2017, 5, 1, 0, 0), datetime.datetime(2017, 8, 1, 0, 0), datetime.datetime(2017, 11, 1, 0, 0), datetime.datetime(2018, 2, 1, 0, 0), datetime.datetime(2018, 5, 1, 0, 0), datetime.datetime(2018, 8, 1, 0, 0), datetime.datetime(2018, 11, 1, 0, 0)]","[nan, nan, -0.9487198834834771, nan, nan, nan, -17.637427931890592, -20.973638801659945, nan, nan, nan, nan, -15.242271581222763, nan, 0.7301941260234344, -14.671000082755556, -73.41990706750273, nan, nan, -43.83977840602714, nan, nan, -30.639363300991043, -37.63275762987863, -55.58658698150669, nan, -16.311322249767198, nan, nan, nan, -12.941963455356168, -70.25485639886112, nan]"
40,-900000,-400000,100000,0.3206058196078627,4.794797827453666,327,1.3664213428668301,0,-804428.6515815132,-300448.64247281844,0,93,0,46,48,60,60,0,20,0,45571.34841848677,549551.3575271815,0.0,-2.9293283109912225,0.0,8.523618299640159,-3.5373676728293995,0.49495370012888695,7.4368750897358495,0.0,1.0522395580058401,0.0,327,,492267.0,"[datetime.datetime(2010, 11, 1, 0, 0), datetime.datetime(2011, 2, 1, 0, 0), datetime.datetime(2011, 5, 1, 0, 0), datetime.datetime(2011, 8, 1, 0, 0), datetime.datetime(2011, 11, 1, 0, 0), datetime.datetime(2012, 2, 1, 0, 0), datetime.datetime(2012, 5, 1, 0, 0), datetime.datetime(2012, 8, 1, 0, 0), datetime.datetime(2012, 11, 1, 0, 0), datetime.datetime(2013, 2, 1, 0, 0), datetime.datetime(2013, 5, 1, 0, 0), datetime.datetime(2013, 8, 1, 0, 0), datetime.datetime(2013, 11, 1, 0, 0), datetime.datetime(2014, 2, 1, 0, 0), datetime.datetime(2014, 5, 1, 0, 0), datetime.datetime(2014, 8, 1, 0, 0), datetime.datetime(2014, 11, 1, 0, 0), datetime.datetime(2015, 2, 1, 0, 0), datetime.datetime(2015, 5, 1, 0, 0), datetime.datetime(2015, 8, 1, 0, 0), datetime.datetime(2015, 11, 1, 0, 0), datetime.datetime(2016, 2, 1, 0, 0), datetime.datetime(2016, 5, 1, 0, 0), datetime.datetime(2016, 8, 1, 0, 0), datetime.datetime(2016, 11, 1, 0, 0), datetime.datetime(2017, 2, 1, 0, 0), datetime.datetime(2017, 5, 1, 0, 0), datetime.datetime(2017, 8, 1, 0, 0), datetime.datetime(2017, 11, 1, 0, 0), datetime.datetime(2018, 2, 1, 0, 0), datetime.datetime(2018, 5, 1, 0, 0), datetime.datetime(2018, 8, 1, 0, 0), datetime.datetime(2018, 11, 1, 0, 0)]","[nan, -1.3167380283397563, nan, nan, -6.4881482451185954, nan, nan, nan, nan, 8.523618299640159, nan, nan, nan, -3.5373676728293995, nan, nan, nan, 0.49495370012888695, nan, nan, nan, 7.4368750897358495, nan, nan, nan, nan, nan, nan, nan, 1.0522395580058401, nan, nan, nan]"
41,-900000,-300000,100000,96.53409796850515,532.8761150604205,5694,-3.0359799122029285,1019,-812479.5761914143,-235397.6020199976,63,590,822,429,497,812,1012,671,649,149,37520.423808585736,614602.3979800025,-22.533432794837015,0.4728183525250103,3.7196820994227253,-5.692894344522154,-3.5305924373279023,-1.947160141727723,-3.067183522934961,-6.022600779539063,-7.510965449966168,-9.436129477719193,5694,,137171.0,"[datetime.datetime(2010, 11, 1, 0, 0), datetime.datetime(2011, 2, 1, 0, 0), datetime.datetime(2011, 5, 1, 0, 0), datetime.datetime(2011, 8, 1, 0, 0), datetime.datetime(2011, 11, 1, 0, 0), datetime.datetime(2012, 2, 1, 0, 0), datetime.datetime(2012, 5, 1, 0, 0), datetime.datetime(2012, 8, 1, 0, 0), datetime.datetime(2012, 11, 1, 0, 0), datetime.datetime(2013, 2, 1, 0, 0), datetime.datetime(2013, 5, 1, 0, 0), datetime.datetime(2013, 8, 1, 0, 0), datetime.datetime(2013, 11, 1, 0, 0), datetime.datetime(2014, 2, 1, 0, 0), datetime.datetime(2014, 5, 1, 0, 0), datetime.datetime(2014, 8, 1, 0, 0), datetime.datetime(2014, 11, 1, 0, 0), datetime.datetime(2015, 2, 1, 0, 0), datetime.datetime(2015, 5, 1, 0, 0), datetime.datetime(2015, 8, 1, 0, 0), datetime.datetime(2015, 11, 1, 0, 0), datetime.datetime(2016, 2, 1, 0, 0), datetime.datetime(2016, 5, 1, 0, 0), datetime.datetime(2016, 8, 1, 0, 0), datetime.datetime(2016, 11, 1, 0, 0), datetime.datetime(2017, 2, 1, 0, 0), datetime.datetime(2017, 5, 1, 0, 0), datetime.datetime(2017, 8, 1, 0, 0), datetime.datetime(2017, 11, 1, 0, 0), datetime.datetime(2018, 2, 1, 0, 0), datetime.datetime(2018, 5, 1, 0, 0), datetime.datetime(2018, 8, 1, 0, 0), datetime.datetime(2018, 11, 1, 0, 0)]","[-50.587129695631425, 5.151408252301468, -4.664966552884583, 4.59477613559872, 10.103624316858218, 1.9905225363456374, -6.362620410699024, 9.387706605637982, 12.877407684522987, -9.76444052105224, 3.7059595513473202, -10.59613811589256, 3.6149117768554855, -3.471887915845126, -14.736622122854998, -11.708963797903076, 21.820806718446487, -5.234919158559158, 0.8810554537774627, -3.8101002644002215, -4.944602123894372, -6.979205870495688, -6.060629199087091, 0.5208598307054061, -0.5060668834335231, -2.5409087978212064, -21.676574827995175, 7.358017865526563, -21.064009831815095, -6.3421775358466075, 0.08040468222205176, -72.93912968483596, -16.169984487520537]"
