-3200000,-3100000,-400000,-300000
-3200000,-3100000,-300000,-200000
-3200000,-3100000,-200000,-100000
-3200000,-3100000,-100000,0
-3200000,-3100000,0,100000
-3200000,-3100000,100000,200000
-3200000,-3100000,200000,300000
-3200000,-3100000,300000,400000
-3200000,-3100000,400000,500000
-3200000,-3100000,500000,600000
-3200000,-3100000,600000,700000
-3200000,-3100000,700000,800000
-3200000,-3100000,800000,900000
-3200000,-3100000,900000,1000000
-3200000,-3100000,1000000,1100000
-3200000,-3100000,1100000,1200000
-3200000,-3100000,1200000,1300000
-3200000,-3100000,1300000,1400000
-3200000,-3100000,1400000,1500000
-3200000,-3100000,1500000,1600000
-3100000,-3000000,-700000,-600000
-3100000,-3000000,-600000,-500000
-3100000,-3000000,-500000,-400000
-3100000,-3000000,-400000,-300000
-3100000,-3000000,-300000,-200000
-3100000,-3000000,-200000,-100000
-3100000,-3000000,-100000,0
-3100000,-3000000,0,100000
-3100000,-3000000,100000,200000
-3100000,-3000000,200000,300000
-3100000,-3000000,300000,400000
-3100000,-3000000,400000,500000
-3100000,-3000000,500000,600000
-3100000,-3000000,600000,700000
-3100000,-3000000,700000,800000
-3100000,-3000000,800000,900000
-3100000,-3000000,900000,1000000
-3100000,-3000000,1000000,1100000
-3100000,-3000000,1100000,1200000
-3100000,-3000000,1200000,1300000
-3100000,-3000000,1300000,1400000
-3100000,-3000000,1400000,1500000
-3100000,-3000000,1500000,1600000
-3000000,-2900000,-700000,-600000
-3000000,-2900000,-600000,-500000
-3000000,-2900000,-500000,-400000
-3000000,-2900000,-400000,-300000
-3000000,-2900000,-300000,-200000
-3000000,-2900000,-200000,-100000
-3000000,-2900000,-100000,0
-3000000,-2900000,0,100000
-3000000,-2900000,100000,200000
-3000000,-2900000,200000,300000
-3000000,-2900000,300000,400000
-3000000,-2900000,400000,500000
-3000000,-2900000,500000,600000
-3000000,-2900000,600000,700000
-3000000,-2900000,700000,800000
-3000000,-2900000,800000,900000
-3000000,-2900000,900000,1000000
-3000000,-2900000,1000000,1100000
-3000000,-2900000,1100000,1200000
-3000000,-2900000,1200000,1300000
-3000000,-2900000,1300000,1400000
-3000000,-2900000,1400000,1500000
-3000000,-2900000,1500000,1600000
-2900000,-2800000,-700000,-600000
-2900000,-2800000,-600000,-500000
-2900000,-2800000,-500000,-400000
-2900000,-2800000,-400000,-300000
-2900000,-2800000,-300000,-200000
-2900000,-2800000,-200000,-100000
-2900000,-2800000,-100000,0
-2900000,-2800000,0,100000
-2900000,-2800000,100000,200000
-2900000,-2800000,200000,300000
-2900000,-2800000,300000,400000
-2900000,-2800000,400000,500000
-2900000,-2800000,500000,600000
-2900000,-2800000,600000,700000
-2900000,-2800000,700000,800000
-2900000,-2800000,800000,900000
-2900000,-2800000,900000,1000000
-2900000,-2800000,1000000,1100000
